,product_id,product_category,care_label,product_main_category,product_sub_category,updated_care_label,color,component,weight
84,#1158,jacket,"main: 100% polyamide, 175 gr. reinforcement: 100% cordura® polyamide, 190 gr. insulation: 90% repreve® recycled polyester, 10% recycled polyester, 120 gr in body and sleeves. lining: 100% polyamide.",jacket,,"90% repreve recycled polyester, 10% recycled polyester",,insulation,120.0
85,#1158,jacket,"main: 100% polyamide, 175 gr. reinforcement: 100% cordura® polyamide, 190 gr. insulation: 90% repreve® recycled polyester, 10% recycled polyester, 120 gr in body and sleeves. lining: 100% polyamide.",jacket,,"body, sleeves",,main,
86,#1158,jacket,"main: 100% polyamide, 175 gr. reinforcement: 100% cordura® polyamide, 190 gr. insulation: 90% repreve® recycled polyester, 10% recycled polyester, 120 gr in body and sleeves. lining: 100% polyamide.",jacket,,100% polyamide,,lining,
87,#1163,jacket,"main: 55% protal, 44% cotton, 1% antistatic, pu laminated, 265 g/m². lining: 40% modacrylic fr, 37% viscose fr, 22% regenerated viscose, 1% antistatic, 180 g/m². padding: 100% polyester, 110 g/m².",jacket,,"55% protal, 44% cotton, 1% antistatic, pu laminated",,main,265.0
88,#1163,jacket,"main: 55% protal, 44% cotton, 1% antistatic, pu laminated, 265 g/m². lining: 40% modacrylic fr, 37% viscose fr, 22% regenerated viscose, 1% antistatic, 180 g/m². padding: 100% polyester, 110 g/m².",jacket,,"40% modacrylic fr, 37% viscose fr, 22% regenerated viscose, 1% antistatic",,lining,180.0
89,#1163,jacket,"main: 55% protal, 44% cotton, 1% antistatic, pu laminated, 265 g/m². lining: 40% modacrylic fr, 37% viscose fr, 22% regenerated viscose, 1% antistatic, 180 g/m². padding: 100% polyester, 110 g/m².",jacket,,100% polyester,,padding,110.0
90,#1164,jacket,"main: 31% polyester, 28% modacrylic, 20% aramid kermel®, 20% cv fr, 1% antistatic, 320 g/m2. 
lining: 40% modacrylic fr, 37% viscose fr, 22% regenerated viscose, 1% antistatic, 180 g/m².
padding: 100% polyester, 120 g/m²
",jacket,,"31% polyester, 28% modacrylic, 20% aramid kermel, 20% cv fr, 1% antistatic",,main,320.0
91,#1164,jacket,"main: 31% polyester, 28% modacrylic, 20% aramid kermel®, 20% cv fr, 1% antistatic, 320 g/m2. 
lining: 40% modacrylic fr, 37% viscose fr, 22% regenerated viscose, 1% antistatic, 180 g/m².
padding: 100% polyester, 120 g/m²
",jacket,,"40% modacrylic fr, 37% viscose fr, 22% regenerated viscose, 1% antistatic",,lining,180.0
92,#1164,jacket,"main: 31% polyester, 28% modacrylic, 20% aramid kermel®, 20% cv fr, 1% antistatic, 320 g/m2. 
lining: 40% modacrylic fr, 37% viscose fr, 22% regenerated viscose, 1% antistatic, 180 g/m².
padding: 100% polyester, 120 g/m²
",jacket,,100% polyester,,padding,120.0
93,#1167,jacket,"main: 55% protal®, 44% cotton, 1% antistatic, pu laminated, 265 g/m2.
lining: 40% modacrylin fr, 37% viscose fr, 22% regenerated viscose, 1% antistatic, 180 g/m2,
padding: 100% polyester, 120 g/m2.",jacket,,"55% protal, 44% cotton, 1% antistatic, pu laminated",,main,265.0
94,#1167,jacket,"main: 55% protal®, 44% cotton, 1% antistatic, pu laminated, 265 g/m2.
lining: 40% modacrylin fr, 37% viscose fr, 22% regenerated viscose, 1% antistatic, 180 g/m2,
padding: 100% polyester, 120 g/m2.",jacket,,"40% modacrylin fr, 37% viscose fr, 22% regenerated viscose, 1% antistatic",,lining,180.0
95,#1167,jacket,"main: 55% protal®, 44% cotton, 1% antistatic, pu laminated, 265 g/m2.
lining: 40% modacrylin fr, 37% viscose fr, 22% regenerated viscose, 1% antistatic, 180 g/m2,
padding: 100% polyester, 120 g/m2.",jacket,,100% polyester,,padding,120.0
96,#1177,jacket,"main: 100% recycled polyamide, 175 gr.             reinforcement: 100% cordura® polyamide, 190 gr.           insulation: 90% repreve® recycled polyester, 10% recycled polyester, 120 gr in body and sleeves.                                                    lining: 100% polyamide.",jacket,,100% recycled polyamide,,main,175.0
97,#1177,jacket,"main: 100% recycled polyamide, 175 gr.             reinforcement: 100% cordura® polyamide, 190 gr.           insulation: 90% repreve® recycled polyester, 10% recycled polyester, 120 gr in body and sleeves.                                                    lining: 100% polyamide.",jacket,,100% cordura polyamide,,reinforcement,190.0
98,#1177,jacket,"main: 100% recycled polyamide, 175 gr.             reinforcement: 100% cordura® polyamide, 190 gr.           insulation: 90% repreve® recycled polyester, 10% recycled polyester, 120 gr in body and sleeves.                                                    lining: 100% polyamide.",jacket,,"90% repreve recycled polyester, 10% recycled polyester",,insulation,120.0
99,#1177,jacket,"main: 100% recycled polyamide, 175 gr.             reinforcement: 100% cordura® polyamide, 190 gr.           insulation: 90% repreve® recycled polyester, 10% recycled polyester, 120 gr in body and sleeves.                                                    lining: 100% polyamide.",jacket,,"body, sleeves",,main,
100,#1177,jacket,"main: 100% recycled polyamide, 175 gr.             reinforcement: 100% cordura® polyamide, 190 gr.           insulation: 90% repreve® recycled polyester, 10% recycled polyester, 120 gr in body and sleeves.                                                    lining: 100% polyamide.",jacket,,100% polyamide,,lining,
101,#1200,jacket,"main: 100% polyester, 265 g/m². reinforcements: 100% polyamide cordura®, 205 g/m².",jacket,,100% polyester,,main,265.0
102,#1200,jacket,"main: 100% polyester, 265 g/m². reinforcements: 100% polyamide cordura®, 205 g/m².",jacket,,100% polyamide cordura,,reinforcements,205.0
103,#1205,jacket,"main: 88% polyester, 12% elastane, 218 g/m2. ",jacket,,"88% polyester, 12% elastane",,main,218.0
104,#1207,jacket,"main: 100% polyester, 265 g/m². reinforcements: 100% polyamide cordura®, 205 g/m².",jacket,,100% polyester,,main,265.0
105,#1207,jacket,"main: 100% polyester, 265 g/m². reinforcements: 100% polyamide cordura®, 205 g/m².",jacket,,100% polyamide cordura,,reinforcements,205.0
106,#1211,jacket,100% polyester 265g/m².,jacket,,100% polyester,,main,265.0
107,#1218,jacket,"material: 88% polyester, 12% elastane, 285 g/m².

",jacket,,"88% polyester, 12% elastane",,material,285.0
108,#1229,jacket,"main: 100% polyester, 265 g/m². reinforcement: 100% polyamide cordura®, 205 g/m².",jacket,,100% polyester,,main,265.0
109,#1229,jacket,"main: 100% polyester, 265 g/m². reinforcement: 100% polyamide cordura®, 205 g/m².",jacket,,100% polyamide cordura,,reinforcement,205.0
110,#1230,jacket,"main fabric: 100% polyester 265g/m²
reinforcement: cordura® 100% polyamide 205 g/m²
",jacket,,100% polyester,,main fabric,265.0
111,#1230,jacket,"main fabric: 100% polyester 265g/m²
reinforcement: cordura® 100% polyamide 205 g/m²
",jacket,,cordura 100% polyamide,,reinforcement,205.0
112,#1237,jacket,"main: 100% polyester 265 g/m² 
reinforcement: 100% polyamide cordura® 205 g/m².",jacket,,100% polyester,,main,265.0
113,#1237,jacket,"main: 100% polyester 265 g/m² 
reinforcement: 100% polyamide cordura® 205 g/m².",jacket,,100% polyamide cordura,,reinforcement,205.0
114,#1247,jacket,"88% polyester, 12% elastane, 218 g/m2.",jacket,,"88% polyester, 12% elastane",,main,218.0
115,#1260,jacket,"55% protal®, 44% cotton, 1% antistatic + pu laminated, 405 g/m2.",jacket,,"55% protal, 44% cotton, 1% antistatic  pu laminated",,main,405.0
116,#1300,jacket,"main: 100% polyamide, 150g/m². reinforcement: 100% polyamide cordura®, 305g/m².",jacket,,100% polyamide,,main,150.0
117,#1300,jacket,"main: 100% polyamide, 150g/m². reinforcement: 100% polyamide cordura®, 305g/m².",jacket,,100% polyamide cordura,,reinforcement,305.0
118,#1303,jacket,"main: 100% polyamide, 145 g/m². lining: 100% solution dyed polyamide, 65 g/m². pocket lining: 100% polyester 69 g/m²",jacket,,100% polyamide,,main,145.0
119,#1303,jacket,"main: 100% polyamide, 145 g/m². lining: 100% solution dyed polyamide, 65 g/m². pocket lining: 100% polyester 69 g/m²",jacket,,100% solution dyed polyamide,,lining,65.0
120,#1303,jacket,"main: 100% polyamide, 145 g/m². lining: 100% solution dyed polyamide, 65 g/m². pocket lining: 100% polyester 69 g/m²",jacket,,100% polyester,,pocket lining,69.0
121,#1304,jacket,"material: 100% polyester, 145 g/m².",jacket,,100% polyester,,material,145.0
122,#1330,jacket,"main: 100% polyester, 137g/m². lining: 100% solution dyed polyamide, 65 g/m². pocket lining: 100% polyester, 69 g/m²",jacket,,100% polyester,,main,137.0
123,#1330,jacket,"main: 100% polyester, 137g/m². lining: 100% solution dyed polyamide, 65 g/m². pocket lining: 100% polyester, 69 g/m²",jacket,,100% solution dyed polyamide,,lining,65.0
124,#1330,jacket,"main: 100% polyester, 137g/m². lining: 100% solution dyed polyamide, 65 g/m². pocket lining: 100% polyester, 69 g/m²",jacket,,100% polyester,,pocket lining,69.0
125,#1331,jacket,"material: 100% polyester, 260 g/m² (39% sorona® polyester).",jacket,,100% polyester,,material,260.0
126,#1331,jacket,"material: 100% polyester, 260 g/m² (39% sorona® polyester).",jacket,,(39% sorona polyester),,main,
127,#1347,jacket,"main: 100% polyester, 137g/m². lining: 100% solution dyed polyamide, 65 g/m². pocket lining: 100% polyester, 69 g/m²",jacket,,100% polyester,,main,137.0
128,#1347,jacket,"main: 100% polyester, 137g/m². lining: 100% solution dyed polyamide, 65 g/m². pocket lining: 100% polyester, 69 g/m²",jacket,,100% solution dyed polyamide,,lining,65.0
129,#1347,jacket,"main: 100% polyester, 137g/m². lining: 100% solution dyed polyamide, 65 g/m². pocket lining: 100% polyester, 69 g/m²",jacket,,100% polyester,,pocket lining,69.0
130,#1360,jacket,"main: 55% protal, 44% cotton, 1% antistatic, pu laminated, 265 g/m². lining: 50% meta-aramid, 50% viscose fr, 120 g/m².",jacket,,"55% protal, 44% cotton, 1% antistatic, pu laminated",,main,265.0
131,#1360,jacket,"main: 55% protal, 44% cotton, 1% antistatic, pu laminated, 265 g/m². lining: 50% meta-aramid, 50% viscose fr, 120 g/m².",jacket,,"50% meta-aramid, 50% viscose fr",,lining,120.0
132,#1361,jacket,"main: 55% protal, 44% cotton, 1% antistatic, pu laminated, 265 g/m².
lining: 50% meta-aramid, 50% viscose fr, 120 g/m².",jacket,,"55% protal, 44% cotton, 1% antistatic, pu laminated",,main,265.0
133,#1361,jacket,"main: 55% protal, 44% cotton, 1% antistatic, pu laminated, 265 g/m².
lining: 50% meta-aramid, 50% viscose fr, 120 g/m².",jacket,,"50% meta-aramid, 50% viscose fr",,lining,120.0
134,#1367,jacket,"main: 100% polyester, 137 g/m². lining: 100% solution dyed polyamide, 65 g/m². pocket lining: 100% polyester, 69 g/m²",jacket,,100% polyester,,main,137.0
135,#1367,jacket,"main: 100% polyester, 137 g/m². lining: 100% solution dyed polyamide, 65 g/m². pocket lining: 100% polyester, 69 g/m²",jacket,,100% solution dyed polyamide,,lining,65.0
136,#1367,jacket,"main: 100% polyester, 137 g/m². lining: 100% solution dyed polyamide, 65 g/m². pocket lining: 100% polyester, 69 g/m²",jacket,,100% polyester,,pocket lining,69.0
137,#1539,jacket,"main: 61% polyester, 39% sorona® polyester, 260 g/m2.  contrast: 88% cordura® polyamide, 12% elastane, 275 g/m².",jacket,,"61% polyester, 39% sorona polyester",,main,260.0
138,#1539,jacket,"main: 61% polyester, 39% sorona® polyester, 260 g/m2.  contrast: 88% cordura® polyamide, 12% elastane, 275 g/m².",jacket,,"88% cordura polyamide, 12% elastane",,contrast,275.0
139,#1549,jacket,"main: 47% cotton, 53% polyester, 237 g/m².  contrast: 91.5% polyamide, 8.5% elastane, 250 g/m².   colour 0904; main: 61% polyester 39% sorona® polyester, 252 g/m².  contrast: 91.5% polyamide, 8.5% elastane, 250 g/m²",jacket,,"47% cotton, 53% polyester",,main,237.0
140,#1549,jacket,"main: 47% cotton, 53% polyester, 237 g/m².  contrast: 91.5% polyamide, 8.5% elastane, 250 g/m².   colour 0904; main: 61% polyester 39% sorona® polyester, 252 g/m².  contrast: 91.5% polyamide, 8.5% elastane, 250 g/m²",jacket,,"91.5% polyamide, 8.5% elastane",,contrast,250.0
141,#1549,jacket,"main: 47% cotton, 53% polyester, 237 g/m².  contrast: 91.5% polyamide, 8.5% elastane, 250 g/m².   colour 0904; main: 61% polyester 39% sorona® polyester, 252 g/m².  contrast: 91.5% polyamide, 8.5% elastane, 250 g/m²",jacket,,61% polyester 39% sorona polyester,0904,main,252.0
142,#1549,jacket,"main: 47% cotton, 53% polyester, 237 g/m².  contrast: 91.5% polyamide, 8.5% elastane, 250 g/m².   colour 0904; main: 61% polyester 39% sorona® polyester, 252 g/m².  contrast: 91.5% polyamide, 8.5% elastane, 250 g/m²",jacket,,"91.5% polyamide, 8.5% elastane",0904,contrast,250.0
143,#1560,jacket,"main: 49% modacrylic fr, 42% cotton, 5% aramid, 3% polyamide, 1% antistatic, 300 g/m². lining: 50% meta-aramid, 50% viscose fr, 120 g/m².",jacket,,"49% modacrylic fr, 42% cotton, 5% aramid, 3% polyamide, 1% antistatic",,main,300.0
144,#1560,jacket,"main: 49% modacrylic fr, 42% cotton, 5% aramid, 3% polyamide, 1% antistatic, 300 g/m². lining: 50% meta-aramid, 50% viscose fr, 120 g/m².",jacket,,"50% meta-aramid, 50% viscose fr",,lining,120.0
145,#1561,jacket,"main: 49% modacrylic fr, 42% cotton, 5% aramid, 3% polyamide, 1% antistatic, 300g/m². lining: 50% meta-aramid, 50% viscose fr, 120 g/m².",jacket,,"49% modacrylic fr, 42% cotton, 5% aramid, 3% polyamide, 1% antistatic",,main,300.0
146,#1561,jacket,"main: 49% modacrylic fr, 42% cotton, 5% aramid, 3% polyamide, 1% antistatic, 300g/m². lining: 50% meta-aramid, 50% viscose fr, 120 g/m².",jacket,,"50% meta-aramid, 50% viscose fr",,lining,120.0
147,#1562,jacket,"31% polyester, 28% modacrylic, 20% aramid kermel®, 20% cv fr, 1% antistatic, 320 g/m2. ",jacket,,"31% polyester, 28% modacrylic, 20% aramid kermel, 20% cv fr, 1% antistatic",,main,320.0
148,#1563,jacket,"68% wool, 30% modacrylic fr, 2% belltron®, 450 g/m².",jacket,,"68% wool, 30% modacrylic fr, 2% belltron",,main,450.0
149,#1566,jacket,"main: 49% modacrylic fr, 42% cotton, 5% aramid, 3% polyamide, 1% antistatic, 300 g/m2. lining: 50% meta-aramid, 50% viscose fr, 120 g/m2.",jacket,,"49% modacrylic fr, 42% cotton, 5% aramid, 3% polyamide, 1% antistatic",,main,300.0
150,#1566,jacket,"main: 49% modacrylic fr, 42% cotton, 5% aramid, 3% polyamide, 1% antistatic, 300 g/m2. lining: 50% meta-aramid, 50% viscose fr, 120 g/m2.",jacket,,"50% meta-aramid, 50% viscose fr",,lining,120.0
151,#1567,jacket,"49% modacrylic fr, 42% cotton, 5% aramid, 3% polyamide, 1% antistatic, 300g/m2. lining: 50% meta-aramid, 50% viscose fr, 120 g/m2",jacket,,"49% modacrylic fr, 42% cotton, 5% aramid, 3% polyamide, 1% antistatic",,main,300.0
152,#1567,jacket,"49% modacrylic fr, 42% cotton, 5% aramid, 3% polyamide, 1% antistatic, 300g/m2. lining: 50% meta-aramid, 50% viscose fr, 120 g/m2",jacket,,"50% meta-aramid, 50% viscose fr",,lining,120.0
153,#1633,jacket,"main: 40% cotton, 60% polyester, 290 g/m². contrast: 53% cotton, 47% polyester, 290 g/m².",jacket,,"40% cotton, 60% polyester",,main,290.0
154,#1633,jacket,"main: 40% cotton, 60% polyester, 290 g/m². contrast: 53% cotton, 47% polyester, 290 g/m².",jacket,,"53% cotton, 47% polyester",,contrast,290.0
155,#1668,jacket,"main: 99,4% pes, 0,6% carbon, 215 g/m². lining: 50% meta-aramid, 50% viscose, 120 g/m². reinforcement: 39% modacrylic, 28% cordura®, 17% cotton, 15% aramid, 1% antistatic, 270 g/m².",jacket,,"99,4% pes, 0,6% carbon",,main,215.0
156,#1668,jacket,"main: 99,4% pes, 0,6% carbon, 215 g/m². lining: 50% meta-aramid, 50% viscose, 120 g/m². reinforcement: 39% modacrylic, 28% cordura®, 17% cotton, 15% aramid, 1% antistatic, 270 g/m².",jacket,,"50% meta-aramid, 50% viscose",,lining,120.0
157,#1668,jacket,"main: 99,4% pes, 0,6% carbon, 215 g/m². lining: 50% meta-aramid, 50% viscose, 120 g/m². reinforcement: 39% modacrylic, 28% cordura®, 17% cotton, 15% aramid, 1% antistatic, 270 g/m².",jacket,,"39% modacrylic, 28% cordura, 17% cotton, 15% aramid, 1% antistatic",,reinforcement,270.0
158,#1673,jacket,"65% polyester, 35% cotton, 260g/m2.",jacket,,"65% polyester, 35% cotton",,main,260.0
159,#1800,jacket/coat,"main: 100% polyamide, 220 g/m2. reinforcement: 100% polyamide cordura®, 205 g/m². lining: 100% solution dyed polyamide 65 g/m². cuff stretch: 90% polyester 10% elastane, 253 g/m².  insulation: 50% 37.5® polyester, 35% repreve® recycled polyester, 15% polyester, 120 g/m². mesh: 100% polyester, 367 g/m². pocket lining: 100% polyester, 215 g/m². ",jacket,coat,100% polyamide,,main,220.0
